Filename,Sentiment polarity,Stimulation and excitement,Joy,Sadness,Fear,Disgust,Anger,Surprise,Neutral,Anger,Anxiety,Craving,Emphatic pain,Fear,Horror,Joy,Relief,Sadness,Surprise,Human facial expression gesture,Inherent image property,Image background,Objects in image,Text in image,Emoji sticker,Halo effect
4ccc024a-bf1e-4e03-ba88-95bd97e77820.jpg,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8fd9dfeb-f0c7-47d0-aa2d-49c5b8a59397.jpg,0.125,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ca9525e1-294d-4857-a3ff-a338dc14530d.jpg,0.125,0.875,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1caaddc2-a6c2-4b17-8fc0-6b4c1aae3ba6.jpg,0.75,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7e3bcabf-754f-4fdb-9bdd-eb454da953f8.jpg,0.25,0.75,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
932523fc-baec-4976-ba1d-5994a0597696.jpg,0.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
acab98e4-181d-45fd-b42e-dae90c5a80ac.jpg,0.0,0.5,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
0dcd71a5-04c9-4fb1-9ef2-4df5d738080d.jpg,0.25,0.875,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
30534731-d4ff-4137-9242-6fab26dad142.jpg,0.5,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7e28faa8-e27e-4b5d-85c8-1585bce2f4df.jpg,0.125,0.875,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0ffb2b2c-dd83-4631-bfbd-3446ec207963.jpg,0.25,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
d31f1da6-49ef-47e5-8526-02c0e1aa17a5.jpg,0.0,0.875,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7606c029-6eb5-4516-b689-79a7594c8de4.jpg,0.125,0.75,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
6afa955c-0a06-48d8-b619-1d8071101ead.jpg,0.5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
a86d31c3-9fc2-4d6d-b8bf-f0d2fde206b6.jpg,0.0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d14abce1-5192-44ae-b2ea-43f7ba620ece.jpg,0.125,0.875,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
3bee29e8-1cd5-4c20-aeb1-cd86d598c815.jpg,0.75,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
c2f44172-a799-4b9a-85d7-6375a476f84b.jpg,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
abe77b6b-5bec-4007-856e-2f10bf4b1394.jpg,0.25,0.875,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8667c051-15de-4f3f-9f37-8d0b7c20803b.jpg,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
ef9b2637-b8c4-419b-9ac2-c10bfe5256f8.jpg,0.25,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
b7db5cb5-ccd3-4081-b164-596b0296f7b0.jpg,0.0,0.875,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88c18c60-321c-470c-9627-d5be2a7f6144.jpg,0.25,0.625,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
17c17c82-0975-4861-86de-e90949ea93f1.jpg,0.25,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51bf3eb3-b0e6-4930-846d-01a9e0211d03.jpg,0.5,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a93e4d18-5563-4dbd-86d6-b79d14a4e1c9.jpg,0.875,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
c1ba1024-14a6-4bb8-9341-269bd032c7ec.jpg,0.5,0.25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
057d51c7-d923-441c-b457-9fdf6bf7fd66.jpg,0.125,0.625,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19088318-6d7f-4ec6-896c-8ae90907ed8c.jpg,0.375,0.625,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
a7f600b9-22cf-4bf1-b970-76c706c76243.jpg,0.5,0.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3f66c1cd-e0d3-4e79-bfa4-5ef546f228db.jpg,0.25,0.75,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ec89963b-da30-4501-865d-7845774fbe61.jpg,0.0,1.0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0
5267866c-7bb3-43f1-b516-fb612d502100.jpg,0.375,0.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
381307a5-5fa1-4290-8149-39b886962188.jpg,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
65587638-fe33-49c7-bd9d-15506bff5130.jpg,0.625,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8a84efc6-5cee-4d83-89ff-d6abb924a2c5.jpg,0.875,0.5,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
e4ae9adb-3ec2-421d-98ac-04fa2a12d334.jpg,0.0,0.375,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
005f26a9-f015-48f7-8cbe-e043c620d7a7.jpg,0.125,0.25,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
8a1b70fe-1f7f-45cb-a4f5-4d0bc91e4833.jpg,1.0,0.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
42cf0ad7-5812-4a63-a056-254d6582d191.jpg,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
67f7d730-7251-49b5-b295-2b0479e52ac5.jpg,0.125,0.375,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
891a955c-cf64-4e3b-af16-d1a14e4c76b5.jpg,0.125,0.75,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6063954b-21b8-490c-8a32-fdbc6f667cd3.jpg,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
b0220c06-f37f-4db7-a87b-489914e8bb85.jpg,0.5,0.375,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
e982a004-530c-4e50-a55e-71af39f7a0f1.jpg,0.25,0.125,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
8cbb274a-6591-455a-9f28-dd4302ee825e.jpg,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
f3175b3d-9a6b-432c-881b-0be2a4925c42.jpg,0.5,1.0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
f8efa5dc-b39d-42af-b567-68ddd611cb51.jpg,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
efea47bf-89a3-48c5-be13-43ed7dcb4096.jpg,0.0,0.75,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
aa340c0e-49b8-4139-bfc2-b9249d540b6d.jpg,0.375,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4003f79c-082d-4ec7-8c63-2530200a1d6d.jpg,0.25,0.75,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
ae359b51-4701-4673-857b-61831a2bf511.jpg,0.5,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2698f946-a030-4105-9ae1-29ef284e7cf8.jpg,0.0,0.375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3edf1d53-b2c0-4cf7-856c-9de9164b6df6.jpg,0.375,0.375,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2e7811e7-354f-47d0-83a5-5e79dcaae699.jpg,0.0,0.875,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
179f43d9-e1aa-4728-adb4-5827cd37a39d.jpg,0.5,0.625,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0
44a911ec-7f88-493e-a4a1-266ad2d9af07.jpg,0.375,0.875,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
066c47ba-413b-4404-b9c4-a0666cf1d490.jpg,0.125,0.875,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
456ee08b-a67a-4206-bd97-1fc69dc39122.jpg,0.375,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
e7a10807-5c3f-4844-9999-71b5a5494744.jpg,0.25,0.625,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
cb6d1781-4c87-4790-9f1d-bdc50e12c369.jpg,0.125,0.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
a710d307-0765-47e7-8ee8-0c1bdfecbc4e.jpg,0.5,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7f2c4f55-afb2-4759-91f2-256e3817d54d.jpg,0.75,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72f688bb-d104-4807-a545-2e88d7c28699.jpg,0.125,0.625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29ad9fd0-08ab-422d-8a64-2957c115d0c0.jpg,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
9cdff4d8-9b28-4624-904d-1da66a41cf38.jpg,0.0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
7d9c51a8-5785-4105-a137-bf21cdb74981.jpg,0.25,0.375,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c167a52-045d-4ff7-9212-d1aedb9706a3.jpg,0.375,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
d2af2adb-c731-48ac-ba9d-671f467c912d.jpg,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
fafe1781-a187-4c34-bb6a-976c47490b7f.jpg,0.0,0.125,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
00f53c67-2d90-4fb8-8da8-6cb415aa3fef.jpg,0.375,0.625,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
6a4efe96-ca59-46f2-a9b8-d6bfc2ac55b3.jpg,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4e39656e-e9f0-4def-a5ce-5810e4c54057.jpg,0.0,0.375,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
dbfecb47-cb9f-4817-9cdc-940b937bd75d.jpg,0.875,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0
9bfbc12e-8b11-4dff-9ccb-cc8af0335380.jpg,0.875,0.625,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
6c73b11f-3e73-4d3f-a127-84b47b254bdf.jpg,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74d14aa2-656e-48db-88c8-743ff696dc55.jpg,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
4120cf50-d9d0-4363-9708-72d2a8b2d3ba.jpg,0.75,0.75,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
87459448-c94b-47f3-97d1-1e3b8652e21d.jpg,0.75,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2e907978-2700-4e51-a27d-c8a91952fb0a.jpg,0.5,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
e141adcd-74d9-4ee7-a230-be8369f80f9f.jpg,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0
06d645c5-fc9c-4a9f-8803-f7e1c17581c0.jpg,0.875,0.875,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
73cc1977-ffbb-4b36-9b65-7211a5a6085d.jpg,0.25,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
fe4bd6a0-5176-4927-b774-67c253998098.jpg,0.125,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0c9ee36f-b79e-4266-b6bc-4a95d18a3452.jpg,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5b4ba215-0973-4326-98e7-539d17f8e1ef.jpg,0.125,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3e2a2b31-b25b-4572-a1c8-558a290827e4.jpg,0.375,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
183a20ce-7893-4216-9ae7-692adc4b9f4f.jpg,0.0,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
022028c1-987e-4465-9348-90b70c757e1f.jpg,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
d6421ccc-56c3-405a-aae6-1c6ad3b0ba46.jpg,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ff56b268-9be7-4361-b003-63091908f2f0.jpg,0.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
dc59deaf-6761-42cb-9420-9b0bc028a33f.jpg,0.25,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
09912df6-a1fa-4d97-abf5-c7eafec2c907.jpg,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6b86087d-81d4-4317-aca3-a1d39d8f1d0c.jpg,0.75,0.875,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
a25f3acc-8310-4bd3-8eee-ccd616cdde69.jpg,0.5,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
2c84756d-5fa5-432c-81dd-27b3095e410a.jpg,0.125,0.25,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3c7f4fe9-2958-4608-893d-1d87d2ff6568.jpg,0.625,0.625,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
abcc29b9-f475-4445-b2ac-b2de7ac43dd3.jpg,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91cd5cdd-dce8-4a72-8a47-f87ae8e549d0.jpg,0.0,0.625,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5e7483be-8caf-4d48-b3bd-1712d021b494.jpg,0.75,0.875,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
693aa97b-7174-4c8b-b49f-83e35f530316.jpg,1.0,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
4aa15fb7-14d0-45b9-a2e5-c9cc47fa0a29.jpg,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3edc2885-15f2-42ff-9d60-1e38410e30cb.jpg,0.375,0.375,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
da7fb200-fbc1-430f-b32a-9dc040d3a044.jpg,0.125,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
f4cf8a9c-8a12-456b-8198-24086513edd7.jpg,0.25,0.375,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
9abf94bf-1bda-4eca-a6a2-7b262b116b1b.jpg,0.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
d1a66fc6-c2ba-4dbc-8c4e-4a8d7ea97c4c.jpg,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21c5795f-aa96-4e03-aac5-c0ea01a04bbd.jpg,0.5,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
dca92889-2349-44d8-b740-0e949a20bdee.jpg,0.25,1.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
